file_name,category,fairness_score,text
Booking.xml,ltd,2,booking.com disclaims any liability or responsibility for any communication with the supplier on or through its platform.
Booking.xml,ltd,2,we are not responsible or liable for (and have no obligation to verify) any wrong or misspelled email address or inaccurate or wrong (mobile) phone number or credit card number.
Booking.xml,cr,2,"we reserve the right to adjust, refuse or remove reviews at our sole discretion."
Booking.xml,ltd,2,"subject to the limitations set out in these terms and conditions and to the extent permitted by law, we shall only be liable for direct damages actually suffered, paid or incurred by you due to an attributable shortcoming of our obligations in respect to our services, up to an aggregate amount of the aggregate cost of your reservation as set out in the confirmation email (whether for one event or series of connected events)."
Booking.xml,ltd,3,"however and to the extent permitted by law, neither we nor any of our officers, directors, employees, representatives, subsidiaries, affiliated companies, distributors, affiliate (distribution) partners, licensees, agents or others involved in creating, sponsoring, promoting, or otherwise making available the site and its contents shall be liable for (i) any punitive, special, indirect or consequential loss or damages, any loss of production, loss of profit, loss of revenue, loss of contract, loss of or damage to goodwill or reputation, loss of claim, (ii) any inaccuracy relating to the (descriptive) information (including rates, availability and ratings) of the supplier as made available on our platform, (iii) the services rendered or the products offered by the supplier or other business partners, (iv) any (direct, indirect, consequential or punitive) damages, losses or costs suffered, incurred or paid by you, pursuant to, arising out of or in connection with the use, inability to use or delay of our platform, or (v) any (personal) injury, death, property damage, or other (direct, indirect, special, consequential or punitive) damages, losses or costs suffered, incurred or paid by you, whether due to (legal) acts, errors, breaches, (gross) negligence, willful misconduct, omissions, non-performance, misrepresentations, tort or strict liability by or (wholly or partly) attributable to the supplier or any of our other business partners (including any of their employees, directors, officers, agents, representatives or affiliated companies) whose products or service are (directly or indirectly) made available, offered or promoted on or through the platform, including any (partial) cancellation, overbooking, strike, force majeure or any other event beyond our control."
Booking.xml,cr,2,any photo/image that does not meet the aforesaid criteria will not be posted and/or can be removed/deleted by booking.com at any time and without prior notice.
Booking.xml,law,2,"to the extent permitted by law, these terms and conditions and the provision of our services shall be governed by and construed in accordance with dutch law and any dispute arising out of these general terms and conditions and our services shall exclusively be submitted to the competent courts in amsterdam, the netherlands."
Booking.xml,j,3,"to the extent permitted by law, these terms and conditions and the provision of our services shall be governed by and construed in accordance with dutch law and any dispute arising out of these general terms and conditions and our services shall exclusively be submitted to the competent courts in amsterdam, the netherlands."
Supercell.xml,use,2,"by installing, using or otherwise accessing the service, you agree to these terms of service."
Supercell.xml,ch,2,"supercell reserves the right, at its discretion, to change, modify, add or remove portions of these terms of service,  its privacy policy and other relevant supercell policies at any time by posting the amended terms on the supercell service."
Supercell.xml,use,2,you will be deemed to have accepted such changes by continuing to use the service.
Supercell.xml,cr,3,"supercell reserves the right to remove or reclaim any usernames at any time and for any reason, including but not limited to claims by a third party that a username violates the third party's rights."
Supercell.xml,ter,2,"any use of the service in violation of these license limitations is strictly prohibited, can result in the immediate revocation of your limited license and may subject you to liability for violations of law."
Supercell.xml,ter,3,supercell reserves the right to determine what conduct it considers to be in violation of the rules of use or otherwise outside the intent or spirit of these terms of service or the service itself.
Supercell.xml,ter,2,"supercell reserves the right to take action as a result, which may include terminating your account and prohibiting you from using the service in whole or in part."
Supercell.xml,ter,3,"without limiting any other remedies, supercell may limit, suspend, terminate, modify, or delete accounts or access to the service or portions thereof if you are, or supercell suspects that you are, failing to comply with any of these terms of service or for any actual or suspected illegal or improper use of the service, with or without notice to you."
Supercell.xml,cr,3,"you can lose your user name and persona in the service as a result of account termination or limitation, as well as any benefits, privileges, earned items and purchased items associated with your use of the service, and supercell is under no obligation to compensate you for any such losses or results."
Supercell.xml,ter,2,"without limiting our other remedies, we may limit, suspend or terminate the service and user accounts or portions thereof, prohibit access to our games and sites, and their content, services and tools, delay or remove hosted content, and take technical and legal steps to prevent users from accessing the service if we believe that they are creating risk or possible legal liabilities, infringing the intellectual property rights of third parties, or acting inconsistently with the letter or spirit of our terms or   policies."
Supercell.xml,ter,3,"additionally, we may, in appropriate circumstances and at our sole discretion, suspend or terminate accounts of users who may be repeat infringers of third party intellectual property rights."
Supercell.xml,ter,2,supercell reserves the right to terminate any account that has been inactive for 180 days.
Supercell.xml,ter,3,"supercell reserves the right to stop offering and/or supporting the service or a particular game or part of the service at any time, at which point your license to use the service or a part thereof will be automatically terminated."
Supercell.xml,ltd,2,"in such event, supercell shall not be required to provide refunds, benefits or other compensation to users in connection with such discontinued service."
Supercell.xml,cr,2,termination of your account can include disabling your access to the service or any part thereof including any content you submitted or others submitted.
Supercell.xml,cr,3,"supercell reserves the right in its sole discretion to review, monitor, prohibit, edit, delete, disable access to or otherwise make unavailable any user content (including without limitation your user content) without notice for any reason or for no reason at any time."
Supercell.xml,cr,3,"we have the right, but not the obligation, in our sole discretion to edit, refuse to post, or remove any user content."
Supercell.xml,cr,2,"supercell may reject, refuse to post or delete any user content for any or no reason, including, but not limited to, user content that in the sole judgment of supercell violates these terms of service."
Supercell.xml,cr,3,"supercell may manage, regulate, control, modify or eliminate virtual items and/or merchandise at any time, with or without notice."
Supercell.xml,ltd,2,supercell shall have no liability to you or any third party in the event that supercell exercises any such rights.
Supercell.xml,ch,2,supercell may revise the pricing for the goods and services offered through the service at any time.
Supercell.xml,ltd,2,"you acknowledge that supercell is not required to provide a refund for any reason, and that you will not receive money or other compensation for unused virtual items when an account is closed, whether such closure was voluntary or involuntary."
Supercell.xml,ch,2,"you acknowledge and agree that supercell may update the service and supercell games, with or without notifying you."
Supercell.xml,ltd,2,"to the maximum extent permitted by law, supercell shall not be liable to you for any indirect, incidental, consequential, special, punitive or other similar damages, including but not limited to loss of revenues, lost profits, lost data or business interruption or other intangible losses (however such losses are qualified), arising out of or relating in any way to these terms of service or the service itself, whether based on contract, tort or any other legal theory, and whether or not supercell has been advised of the possibility of such damages."
Supercell.xml,ltd,2,"to the extent not prohibited by law, supercell shall not be liable to you for more than the amount you have paid to supercell in accordance with these terms of service in the six (6) months immediately preceding the date on which you first assert a claim."
Supercell.xml,ltd,1,nothing in these terms of service shall affect the statutory rights of any consumer or exclude or restrict any liability resulting from gross negligence or willful misconduct of supercell or for death or personal injury arising from any negligence or fraud of supercell.
Supercell.xml,law,2,"if you are a resident of the united states, these terms of service and any dispute arising out of or related to it or privacy policy or the service shall be governed in all respects by california law, without regard to conflict of law provisions."
Supercell.xml,j,2,"you agree that any claim or dispute you may have against supercell must be resolved exclusively by a court located in san francisco, california."
Supercell.xml,law,2,"if you are a resident outside of the united states, you agree that all disputes between you and supercell shall be governed by the laws of finland, without regard to conflict of law provisions."
Supercell.xml,j,3,"you agree that any claim or dispute you may have against supercell must be resolved exclusively by a court located in helsinki, finland."
Supercell.xml,ltd,1,"supercell shall not be liable for any delay or failure to perform resulting from causes outside the reasonable control of supercell, including without limitation any failure to perform hereunder due to unforeseen circumstances or cause beyond supercell's control such as acts of god, war, terrorism, riots, embargoes, acts of civil or military authorities, fire, floods, accidents, strikes, or shortages of transportation facilities, fuel, energy, labor or materials."
9gag.xml,use,2,"by using or accessing the services, you agree to become bound by all the terms and conditions of this agreement."
9gag.xml,ter,3,"9gag, inc may change, suspend or discontinue the services at any time, including the availability of any feature, database, or content."
9gag.xml,ch,2,"9gag, inc may change, suspend or discontinue the services at any time, including the availability of any feature, database, or content."
9gag.xml,ter,3,"9gag, inc may also impose limits on certain features and services or restrict subscriber’s access to parts or all of the services without notice or liability."
9gag.xml,ch,2,"9gag, inc may also impose limits on certain features and services or restrict subscriber’s access to parts or all of the services without notice or liability."
9gag.xml,ltd,2,"9gag, inc may also impose limits on certain features and services or restrict subscriber’s access to parts or all of the services without notice or liability."
9gag.xml,ch,2,"9gag, inc reserves the right, at its discretion, to modify these terms of service at any time by posting revised terms of service on the site and by providing notice via e-mail, where possible, or on the site."
9gag.xml,ch,2,"9gag, inc reserves the right, at its discretion, to modify these terms of service at any time by posting revised terms of service on the site and by providing notice via e-mail, where possible, or on the site."
9gag.xml,ch,2,subscriber shall be responsible for reviewing and becoming familiar with any such modifications.
9gag.xml,ch,2,subscriber shall be responsible for reviewing and becoming familiar with any such modifications.
9gag.xml,ch,2,use of the services by subscriber following such modification constitutes subscriber's acceptance of the terms and conditions of this agreement as modified.
9gag.xml,use,2,use of the services by subscriber following such modification constitutes subscriber's acceptance of the terms and conditions of this agreement as modified.
9gag.xml,ch,2,"you agree that neither 9gag, inc nor the site will be liable in any event to you or any other party for any suspension, modification, discontinuance or lack of availability of the site, the service, your subscriber content or other content."
9gag.xml,ltd,2,"you agree that neither 9gag, inc nor the site will be liable in any event to you or any other party for any suspension, modification, discontinuance or lack of availability of the site, the service, your subscriber content or other content."
9gag.xml,ch,2,"9gag, inc retains the right to create limits on use and storage in its sole discretion at any time with or without notice."
9gag.xml,ter,3,"9gag, inc retains the right to create limits on use and storage in its sole discretion at any time with or without notice."
9gag.xml,ch,2,"9gag, inc reserves the right to remove any subscriber content from the site, suspend or terminate subscriber’s right to use the services at any time, or pursue any other remedy or relief available to 9gag, inc and/or the site under equity or law, for any reason (including, but not limited to, upon receipt of claims or allegations from third parties or authorities relating to such subscriber content or if 9gag, inc is concerned that subscriber may have breached the immediately preceding sentence), or for no reason at all."
9gag.xml,cr,3,"9gag, inc reserves the right to remove any subscriber content from the site, suspend or terminate subscriber’s right to use the services at any time, or pursue any other remedy or relief available to 9gag, inc and/or the site under equity or law, for any reason (including, but not limited to, upon receipt of claims or allegations from third parties or authorities relating to such subscriber content or if 9gag, inc is concerned that subscriber may have breached the immediately preceding sentence), or for no reason at all."
9gag.xml,ch,2,"any fraudulent, abusive, or otherwise illegal activity or any use of the services or content in violation of this agreement may be grounds for termination of subscriber’s right to services or to access the site."
9gag.xml,ter,2,"any fraudulent, abusive, or otherwise illegal activity or any use of the services or content in violation of this agreement may be grounds for termination of subscriber’s right to services or to access the site."
9gag.xml,ch,2,"to the fullest extent allowed by law, 9gag, inc disclaims any liability or responsibility for the accuracy, reliability, availability, completeness, legality or operability of the material or services provided on this site."
9gag.xml,ltd,2,"to the fullest extent allowed by law, 9gag, inc disclaims any liability or responsibility for the accuracy, reliability, availability, completeness, legality or operability of the material or services provided on this site."
9gag.xml,ch,2,"by using this site, you acknowledge that 9gag, inc is not responsible or liable for any harm resulting from (1) use of the site; (2) downloading information contained on the site including but not limited to downloads of content posted by subscribers; (3) unauthorized disclosure of images, information or data that results from the upload, download or storage of content posted by subscribers; (4) the temporary or permanent inability to access or retrieve any subscriber content from the site, including, without limitation, harm caused by viruses, worms, trojan horses, or any similar contamination or destructive program."
9gag.xml,ltd,2,"by using this site, you acknowledge that 9gag, inc is not responsible or liable for any harm resulting from (1) use of the site; (2) downloading information contained on the site including but not limited to downloads of content posted by subscribers; (3) unauthorized disclosure of images, information or data that results from the upload, download or storage of content posted by subscribers; (4) the temporary or permanent inability to access or retrieve any subscriber content from the site, including, without limitation, harm caused by viruses, worms, trojan horses, or any similar contamination or destructive program."
9gag.xml,ch,2,"in no event shall 9gag, inc, its directors, officers, shareholders, employees or members be liable with respect to the site or the services for (a) any indirect, incidental, punitive, or consequential damages of any kind whatsoever; (b) damages for loss of use, profits, data, images, subscriber content or other intangibles; (c) damages for unauthorized use, non-performance of the site, errors or omissions; or (d) damages related to downloading or posting content."
9gag.xml,ltd,2,"in no event shall 9gag, inc, its directors, officers, shareholders, employees or members be liable with respect to the site or the services for (a) any indirect, incidental, punitive, or consequential damages of any kind whatsoever; (b) damages for loss of use, profits, data, images, subscriber content or other intangibles; (c) damages for unauthorized use, non-performance of the site, errors or omissions; or (d) damages related to downloading or posting content."
9gag.xml,ch,2,"9gag, inc's and the site's collective liability under this agreement shall be limited to three hundred u.s. dollars."
9gag.xml,ltd,2,"9gag, inc's and the site's collective liability under this agreement shall be limited to three hundred u.s. dollars."
9gag.xml,ch,2,"9gag, inc may modify and/or eliminate such fee-based services at its discretion."
9gag.xml,ch,2,"9gag, inc may modify and/or eliminate such fee-based services at its discretion."
9gag.xml,ch,2,"9gag, inc may change its prices at any time but will provide you reasonable notice of any such changes by posting the new prices on the site and by sending you email notification."
9gag.xml,ch,2,"9gag, inc may change its prices at any time but will provide you reasonable notice of any such changes by posting the new prices on the site and by sending you email notification."
9gag.xml,ch,2,either party may terminate the services at any time by notifying the other party by any means.
9gag.xml,ter,2,either party may terminate the services at any time by notifying the other party by any means.
9gag.xml,ch,2,"9gag, inc may also terminate or suspend any and all services and access to the site immediately, without prior notice or liability, if subscriber breaches any of the terms or conditions of this agreement."
9gag.xml,ter,2,"9gag, inc may also terminate or suspend any and all services and access to the site immediately, without prior notice or liability, if subscriber breaches any of the terms or conditions of this agreement."
9gag.xml,ch,2,"9gag, inc shall not be liable for any failure to perform its obligations hereunder where such failure results from any cause beyond 9gag, inc’s reasonable control, including, without limitation, mechanical, electronic or communications failure or degradation."
9gag.xml,ltd,2,"9gag, inc shall not be liable for any failure to perform its obligations hereunder where such failure results from any cause beyond 9gag, inc’s reasonable control, including, without limitation, mechanical, electronic or communications failure or degradation."
9gag.xml,ch,2,this agreement shall be governed by and construed in accordance with the laws of the state of delaware without regard to the conflict of laws provisions thereof.
9gag.xml,law,2,this agreement shall be governed by and construed in accordance with the laws of the state of delaware without regard to the conflict of laws provisions thereof.
9gag.xml,ch,2,"9gag’s intellectual property policy is to (a) remove material that 9gag believes in good faith, upon notice from an intellectual property owner or their agent, is infringing the intellectual property of a third party by being made available through the services, and (b) remove any subscriber content posted to the services by “repeat infringers.”"
9gag.xml,cr,2,"9gag’s intellectual property policy is to (a) remove material that 9gag believes in good faith, upon notice from an intellectual property owner or their agent, is infringing the intellectual property of a third party by being made available through the services, and (b) remove any subscriber content posted to the services by “repeat infringers.”"
9gag.xml,ch,2,"9gag has discretion, however, to terminate the account of any user after receipt of a single notification of claimed infringement or upon 9gag’s own determination."
9gag.xml,ter,2,"9gag has discretion, however, to terminate the account of any user after receipt of a single notification of claimed infringement or upon 9gag’s own determination."
9gag.xml,ch,2,"Procedure for Reporting Claimed Infringement
If you believe that any content made available on or through the Services has been used or exploited in a manner that infringes an intellectual property right you own or control, then please promptly send a “Notification of Claimed Infringement” containing the following information to the Designated Agent identified below. Your communication must include substantially the following:
- A physical or electronic signature of a person authorized to act on behalf of the owner of the work(s) that has/have been allegedly infringed;
- Identification of works or materials being infringed, or, if multiple works are covered by a single notification, a representative list of such works;
- Identification of the specific material that is claimed to be infringing or to be the subject of infringing activity and that is to be removed or access to which is to be disabled, and information reasonably sufficient to permit 9GAG to locate the material;
- Information reasonably sufficient to permit 9GAG to contact you, such as an address, telephone number, and, if available, an electronic mail address at which you may be contacted;
- A statement that you have a good faith belief that the use of the material in the manner complained of is not authorized by the copyright owner, its agent, or the law; and
- A statement that the information in the notification is accurate, and under penalty of perjury, that you are authorized to act on behalf of the owner of an exclusive right that is allegedly infringed. 
You should consult with your own lawyer and/or see 17 U.S.C. § 512 to confirm your obligations to provide a valid notice of claimed infringement. 
Designated Agent Contact Information
9GAG’s Designated Agent for notices of claimed infringement can be contacted at:
Via E-mail:
copyright@9GAG.com
Via International Mail:
9GAG
16/F, King Palace Plaza,
52A Sha Tsui Road,
Tsuen Wan,
Hong Kong
Attn: Copyright Department
Counter Notification
If you receive a notification from 9GAG that material made available by you on or through the Services has been the subject of a Notification of Claimed Infringement, then you will have the right to provide 9GAG with what is called a “Counter Notification.” To be effective, a Counter Notification must be in writing, provided to 9GAG’s Designated Agent through one of the methods identified immediately above, and include substantially the following information:
- A physical or electronic signature of the subscriber;
- Identification of the material that has been removed or to which access has been disabled and the location at which the material appeared before it was removed or access to it was disabled;
- A statement under penalty of perjury that the subscriber has a good faith belief that the material was removed or disabled as a result of mistake or misidentification of the material to be removed or disabled; and
- The subscriber’s name, address, and telephone number, and a statement that the subscriber consents to the jurisdiction of Federal District Court for the judicial district in which the address is located, or if the subscriber’s address is outside of the United States, for any judicial district in which 9GAG may be found, and that the subscriber will accept service of process from the person who provided a Notification of Claimed Infringement as set forth above or an agent of such person.
A party submitting a Counter Notification should consult a lawyer or see 17 U.S.C. § 512 to confirm the party’s obligations to provide a valid counter notification under the Copyright Act.
9GAG Actions Following Receipt of Counter Notification
Upon receipt of a Counter Notification, 9GAG shall promptly provide the party submitting a Notification of Claimed Infringement with a copy of the Counter Notification, and 9GAG will replace the removed material or cease disabling access to it in not less than 10, nor more than fourteen (14), business days following receipt of the Counter Notice, unless 9GAG’s Designated Agent first receives notice from the person who submitted the Notification of Claimed Infringement that such person has filed an action seeking a court order to restrain the subscriber from engaging in infringing activity relating to the material on 9GAG’s system or network. 
False Notifications of Claimed Infringement or Counter Notifications
The Copyright Act provides that: 
[a]ny person who knowingly materially misrepresents under [Section 512 of the Copyright Act (17 U.S.C. § 512)] (1) that material or activity is infringing, or (2) that material or activity was removed or disabled by mistake or misidentification, shall be liable for any damages, including costs and attorneys’ fees, incurred by the alleged infringer, by any copyright owner or copyright owner’s authorized licensee, or by a service provider, who is injured by such misrepresentation, as the result of [9GAG] relying upon such misrepresentation in removing or disabling access to the material or activity claimed to be infringing, or in replacing the removed material or ceasing to disable access to it.
17 U.S.C. § 512(f).
9GAG reserves the right to seek damages from any party that submits a Notification of Claimed Infringement or Counter Notification in violation of the law.
For the avoidance of doubt, only notices submitted under the Digital Millennium Copyright Act and the procedures set forth in this Agreement should be sent to the Designated Agent at copyright@9GAG.com or to the postal address identified above. Any other comments, compliments, complaints or suggestions about 9GAG, the operation of the Services or any other matter should be sent to support@9gag.com."
